,Category,Brand,Comments,Repair_Status,Event_Location,Restart_Group,Event_Date,Location_Coordinates
171,Kettle,Unknown,"Not working. Since not PAT tested, can't be fixed",End of life,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
172,Mobile,Apple,Broken screen and button,Repairable,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
173,Misc,Unknown,Blender - blade not turning - needs new blade,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
174,Hair & Beauty item,Unknown,Chord is ripping,End of life,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
175,TV and gaming-related accessories,Unknown,DVD Player - won't power up - needs capacitor,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
176,Laptop medium,Toshiba,Screen not working,End of life,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
177,TV and gaming-related accessories,Unknown,Not starting - not worth repairing,End of life,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
178,Mobile,Samsung,Loose wire from former repair,Fixed,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
179,Mobile,Samsung,Loose wire from former repair,Fixed,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
180,Printer/scanner,HP,Only scans quarter of page - advice given,Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
181,Musical instrument,Marshall,Cracking sound on volume,Fixed,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
182,Mobile,Unknown,Android - battery needs replacing - more time needed,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
183,Hi-Fi separates,JVC,Goes on Standby,End of life,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
184,Small kitchen item,Krups,Motor broken (smoke),Unknown,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
185,Misc,Unknown,Clock wasn't working - needed tightening and new battery,Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
186,Mobile,Apple,Broken screen,Repairable,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
187,Mobile,Apple,Broken screen,Repairable,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
188,Small kitchen item,Unknown,Slush machine not working,Unknown,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
189,Mobile,Apple,Broken screen,Repairable,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
190,Tablet,Unknown,Jack needs soldering,End of life,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
191,Mobile,Apple,Broken screen,Fixed,"VMA, Hringteigur",Restarters Iceland,2019-03-21,"[14.5994, 28.6731]"
192,Headphones,Unknown,wiring faulty - fixed,Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
193,Decorative or safety lights,Unknown,Loose connection,Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
194,Misc,Unknown,DVD - discs not loading properly,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
195,Handheld entertainment device,Unknown,MP3 player not turning on - internal battery gone,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
196,Laptop large,Unknown,battery dies - advice given,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
197,Laptop medium,Unknown,line on screen - needs parts,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
198,Projector,Unknown,"Dropped, not working - replaced fuse, needs bulrb",Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
199,Laptop medium,Unknown,"dropped, not booting - needs new battery",Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
200,Toaster,Unknown,Not staying pressed down,Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
201,Paper shredder,Unknown,Needs putting back together - which was done,Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
202,Lamp,Unknown,Needs advice - advice given,Fixed,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
203,Laptop medium,ASUS,White screen (powers on),Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
204,Mobile,Samsung,Not always staying on - needs new battery,Repairable,"Hackney Fixers Restart Party - The Redmond Centre, Manor House",Hackney Fixers,2019-01-19,"[51.573445, -0.07243759999999999]"
205,Decorative or safety lights,Unknown,Owner found it on the street and thought it was broken. We discovered there was a hidden switch inside the picture.,Fixed,Rosie Restart Party,Restart HQ,2019-03-30,"[14.5994, 28.6731]"
206,Vacuum,Dyson,werkt niet,Fixed,Repair Café Haacht - Tildonk,Repair Café Haacht,2019-03-17,"[50.97893999999999, 4.64134]"
207,Vacuum,Unknown,Cannot adjust power levels,Repairable,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
208,Mobile,Apple,Sound issues,Repairable,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
209,Mobile,Apple,Weak/bad sound from speaker,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
210,Mobile,Apple,"Home button issues, ""freezes"" sometimes",Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
211,Headphones,Marshall,"Noisy sound, only one plug works",Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
212,Laptop medium,Dell,Issues with the battery,Repairable,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
213,Mobile,Apple,Wants to put it back to factory settings,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
214,Laptop medium,HP,"Does not turn on, and generally slow",Repairable,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
215,Headphones,Unknown,Does not charge,Repairable,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
216,PC Accessory,WD,Does not work with PC,Repairable,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
217,Lamp,Unknown,Light switch needs changing,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
218,Small kitchen item,Wilfa,Grinder does not turn,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
219,Hi-Fi integrated,Philips,CD does not turn,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
220,Misc,Unknown,Does not work,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
221,Laptop medium,Apple,Software issues,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
222,Toy,Unknown,Turns itself off,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
223,Small kitchen item,Unknown,Power supply,End of life,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
224,Misc,AEG,Sews slowly,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
225,TV and gaming-related accessories,Unknown,Bad connection,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
226,Laptop medium,Compaq,Software issues,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
227,Lamp,Unknown,Broken wire,Fixed,Fiksefest på Manglerud senter,Restarters Oslo,2018-11-10,"[59.9138688, 10.7522454]"
228,Mobile,Samsung,Likely short circuit in charging port or IO board - needs new battery and charging port,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
229,Mobile,Samsung,Damaged LCD,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
230,Mobile,Apple,Water damage,End of life,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
231,Mobile,Apple,Strips on display - previous repair shop opened it and lost some screws and a bracket in between,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
232,Mobile,Apple,Nothing is wrong during diagnosis,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
233,Mobile,Huawei,Cracked screen,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
234,Laptop medium,Apple,End-of-life battery,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
235,Misc,Unknown,Steam iron not steaming anymore,End of life,Landen,Repair Café Landen,2019-03-24,"[50.75534, 5.08081]"
236,Lamp,Unknown,Thermal fuse blown,Fixed,Landen,Repair Café Landen,2019-03-24,"[50.75534, 5.08081]"
237,Power tool,Ryobi,Fan blocked,Fixed,Landen,Repair Café Landen,2019-03-24,"[50.75534, 5.08081]"
238,Tablet,Amazon,"Perpetual ""need charging"" message; cannot reboot or power on/of",End of life,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
239,Mobile,Apple,"Cracked screen, end-of-life battery",Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
240,Headphones,Beats,Hinge becomes detached,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
241,Mobile,Apple,Ghost touch on digitiser,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
242,Mobile,Apple,"Gassing battery, cracked screen, broken camera lens",Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
243,Mobile,Apple,Cracked screen assembly,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
244,PC Accessory,Logitech,Connection not recognised from any computer,End of life,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
245,Mobile,Apple,Cracked screen assembly,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
246,Laptop medium,Apple,"SSD not detected, not booting up. Gassing battery removed",Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
247,Laptop medium,Apple,No issue during diagnosis,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-17,"[40.7028922, -73.9905448]"
248,Laptop large,HP,"White strips on display, some buttons unresponsive, windows recovery error",End of life,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
249,Laptop large,Apple,Hinge slightly damaged,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
250,Mobile,Apple,Cracked back cover and camera lens,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
251,Mobile,Apple,iTunes won't detect,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
252,Tablet,Unknown,Screen displaying strips,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
253,Mobile,Huawei,Cracked screen assembly,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
254,Mobile,LG,Cracked screen assembly,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
255,Laptop large,ASUS,SSD cannot be detected,Fixed,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
256,Tablet,Samsung,Flickering screen; no visible damage. Microsoldering diagnosis needed.,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
257,Mobile,Apple,Cracked screen assembly,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
258,Laptop medium,Apple,Potential short in board; suspected damaged resistor in the PPBUS_G3H line. Needs replacement of resistor R7080; maybe other resistors damaged,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
259,Laptop medium,Apple,Battery reaching end-of-life,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
260,Mobile,Xiaomi,Water damage. Requires microsoldering.,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
261,Mobile,Apple,Digitiser unresponsive; ghost touch,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
262,Mobile,Xiaomi,Water damage. Requires microsoldering.,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
263,Tablet,Unknown,Tablet will not boot,End of life,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
264,Tablet,Samsung,Battery drains too quickly; device shuts down at 20% battery life. Battery replacement needed,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
265,Laptop medium,Apple,Cracked screen assembly,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
266,Mobile,Apple,Cracked digitiser; LCD ok,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
267,Mobile,Apple,Broken camera lens,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
268,Laptop medium,Apple,"White and coloured strips shown in the display with some dark spots; seems like the screen received excessive physical stress, damaging the LCD",Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
269,Laptop large,Unknown,Boots but the LCD does not display anything. Microsoldering required.,Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
270,Laptop medium,Apple,"SSD not detected; not booting up. Gassing battery. Ordered parts, will come back next party.",Repairable,The Hong Kong University of Science and Technology,REMAKE,2019-03-03,"[40.7028922, -73.9905448]"
271,Mobile,Apple,Screen cracked.  Replacement screen fitted.,Fixed,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
272,Lamp,Unknown,"Wire burnt out, used too high wattage bulb.  Rewired the lamp holder.",Fixed,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
273,Lamp,Unknown,Dimmer switch not working.  Shown how to bypass the switch.,Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
274,Hi-Fi integrated,Unknown,Amplifier not working.  Got good advic and will be able to finish fixing.,Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
275,"Flat screen 26-30""",Unknown,TV/DVD not working.  Advice given on cleaning the DVD player.,Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
276,Headphones,Unknown,Cable broken.  Needs to solder on a new jack.,Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
277,Lamp,Unknown,Not working.  Checked and will try new bulb.,Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
278,"Flat screen 32-37""",Unknown,TV no power.,Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
279,Portable radio,Roberts,"Unreliable.  Tried cleaning tuner, but needs more time.",Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
280,Handheld entertainment device,Unknown,"USB port broken.  Spare part ordered, will bring to next session.",Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
281,Toaster,Unknown,Not working.,Fixed,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
282,Misc,Philips,"Not working.  Break inside cable, unsuccessful at repair.",End of life,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
283,Misc,Unknown,"Not closing, needs new battery.",Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
284,Toy,Unknown,Sound and laser broken.,Fixed,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
285,Headphones,Unknown,"Clip has snapped.  Half fixed, knows what to do.",Repairable,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
286,Misc,Unknown,Needle not lining up with hole.  Fixed.,Fixed,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
287,Misc,Philips,Shaver. Needs deep cleaning.  Fixed and working.,Fixed,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
288,Handheld entertainment device,Unknown,Not working.  Unable to fix.,End of life,Stamford Hill Library,Hackney Fixers,2019-03-24,"[51.573445, -0.07243759999999999]"
